station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
ALO,2022-01-04 19:54,33.10,23.00,66.06,160.00,13.00,0.00,29.55,1001.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.98,KALO 041954Z 16013KT 10SM CLR 01/M05 A2955 RMK AO2 SLP016 T00061050,M
ALO,2022-01-04 20:54,33.10,23.00,66.06,160.00,18.00,0.00,29.51,1000.10,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,150.00,2022-01-04 20:37,21.20,KALO 042054Z 16018G27KT 10SM CLR 01/M05 A2951 RMK AO2 PK WND 15027/2037 SLP001 T00061050 56051,M
ALO,2022-01-04 21:54,33.10,24.10,69.17,160.00,14.00,0.00,29.49,999.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,160.00,2022-01-04 21:28,22.58,KALO 042154Z 16014KT 10SM CLR 01/M04 A2949 RMK AO2 PK WND 16026/2128 SLP997 T00061044,M
ALO,2022-01-04 22:54,33.10,24.10,69.17,170.00,12.00,0.00,29.50,999.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.40,KALO 042254Z 17012KT 10SM CLR 01/M04 A2950 RMK AO2 SLP998 T00061044,M
ALO,2022-01-04 23:54,32.00,24.10,72.30,160.00,9.00,0.00,29.50,999.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KALO 042354Z 16009KT 10SM CLR 00/M04 A2950 RMK AO2 SLP998 T00001044 10006 20000 55003,M
ALO,2022-01-05 00:54,32.00,24.10,72.30,160.00,7.00,0.00,29.47,998.90,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,24.78,KALO 050054Z 16007KT 10SM SCT120 00/M04 A2947 RMK AO2 SLP989 T00001044,M
ALO,2022-01-05 01:54,30.00,23.00,74.87,190.00,5.00,0.00,29.46,998.50,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,24.02,KALO 050154Z 19005KT 10SM FEW120 M01/M05 A2946 RMK AO2 SLP985 T10111050,M
ALO,2022-01-05 02:54,27.00,21.00,77.80,230.00,6.00,0.00,29.46,998.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.51,KALO 050254Z AUTO 23006KT 10SM CLR M03/M06 A2946 RMK AO2 SLP986 T10281061 56013,M
ALO,2022-01-05 03:54,28.00,21.90,77.57,290.00,26.00,0.00,29.49,999.70,6.00,39.00,BKN,M,M,M,1200.00,M,M,M,HZ,M,M,M,39.00,290.00,2022-01-05 03:51,12.14,KALO 050354Z AUTO 29026G39KT 6SM HZ BKN012 M02/M06 A2949 RMK AO2 PK WND 29039/0351 PRESRR SLP997 T10221056,M
ALO,2022-01-05 04:36,24.10,19.00,80.59,290.00,21.00,0.00,29.55,M,4.00,30.00,OVC,M,M,M,1500.00,M,M,M,HZ,M,M,M,39.00,290.00,2022-01-05 04:14,8.32,KALO 050436Z AUTO 29021G30KT 4SM HZ OVC015 M04/M07 A2955 RMK AO2 PK WND 29039/0414 PRESRR T10441072,M
ALO,2022-01-05 04:54,23.00,17.10,77.77,290.00,21.00,0.00,29.56,1002.10,5.00,35.00,OVC,M,M,M,1600.00,M,M,M,HZ,M,M,M,39.00,290.00,2022-01-05 04:14,6.85,KALO 050454Z AUTO 29021G35KT 5SM HZ OVC016 M05/M08 A2956 RMK AO2 PK WND 29039/0414 SLP021 T10501083,M
ALO,2022-01-05 05:54,19.90,14.00,77.48,300.00,22.00,T,29.59,1003.20,3.00,34.00,OVC,M,M,M,1900.00,M,M,M,-SN,M,M,M,40.00,300.00,2022-01-05 05:38,2.38,KALO 050554Z AUTO 30022G34KT 3SM -SN OVC019 M07/M10 A2959 RMK AO2 PK WND 30040/0538 SNB51 SLP032 P0000 60000 T10671100 10000 21067 400061067 51045,M
ALO,2022-01-05 06:54,17.10,9.00,69.99,300.00,20.00,T,29.63,1004.50,6.00,39.00,SCT,OVC,M,M,1600.00,2200.00,M,M,-SN,M,M,M,39.00,300.00,2022-01-05 06:50,-0.65,KALO 050654Z AUTO 30020G39KT 6SM -SN SCT016 OVC022 M08/M13 A2963 RMK AO2 PK WND 30039/0650 SLP045 P0000 T10831128,M
ALO,2022-01-05 07:06,16.00,10.00,76.77,290.00,20.00,T,29.64,M,1.75,31.00,BKN,OVC,M,M,1500.00,2300.00,M,M,-SN,M,M,M,31.00,280.00,2022-01-05 07:04,-2.11,KALO 050706Z AUTO 29020G31KT 1 3/4SM -SN BKN015 OVC023 M09/M12 A2964 RMK AO2 PK WND 28031/0704 P0000 T10891122,M
ALO,2022-01-05 07:15,16.00,9.00,73.41,300.00,22.00,T,29.64,M,3.00,36.00,BKN,OVC,M,M,1500.00,2200.00,M,M,-SN,M,M,M,36.00,300.00,2022-01-05 07:09,-2.85,KALO 050715Z AUTO 30022G36KT 3SM -SN BKN015 OVC022 M09/M13 A2964 RMK AO2 PK WND 30036/0709 P0000 T10891128,M
ALO,2022-01-05 07:30,16.00,9.00,73.41,300.00,20.00,T,29.64,M,2.50,40.00,BKN,OVC,M,M,1500.00,2200.00,M,M,-SN,M,M,M,40.00,300.00,2022-01-05 07:30,-2.11,KALO 050730Z AUTO 30020G40KT 2 1/2SM -SN BKN015 OVC022 M09/M13 A2964 RMK AO2 PK WND 30040/0730 P0000 T10891128,M
ALO,2022-01-05 07:34,16.00,8.10,70.50,290.00,24.00,T,29.64,M,3.00,40.00,BKN,OVC,M,M,1400.00,2200.00,M,M,-SN,M,M,M,40.00,280.00,2022-01-05 07:31,-3.53,KALO 050734Z AUTO 29024G40KT 3SM -SN BKN014 OVC022 M09/M13 A2964 RMK AO2 PK WND 28040/0731 P0000 T10891133,M
ALO,2022-01-05 07:44,15.10,8.10,73.31,290.00,25.00,T,29.65,M,3.00,37.00,BKN,OVC,M,M,1600.00,2300.00,M,M,-SN,M,M,M,40.00,280.00,2022-01-05 07:31,-5.07,KALO 050744Z AUTO 29025G37KT 3SM -SN BKN016 OVC023 M09/M13 A2965 RMK AO2 PK WND 28040/0731 P0000 T10941133,M
ALO,2022-01-05 07:54,15.10,8.10,73.31,290.00,24.00,T,29.66,1005.60,3.00,35.00,BKN,OVC,M,M,1600.00,2400.00,M,M,-SN,M,M,M,40.00,280.00,2022-01-05 07:31,-4.74,KALO 050754Z AUTO 29024G35KT 3SM -SN BKN016 OVC024 M09/M13 A2966 RMK AO2 PK WND 28040/0731 SLP056 P0000 T10941133,M
ALO,2022-01-05 08:05,15.10,8.10,73.31,290.00,19.00,T,29.67,M,2.50,28.00,BKN,OVC,M,M,1600.00,2400.00,M,M,-SN,M,M,M,30.00,300.00,2022-01-05 07:55,-2.91,KALO 050805Z AUTO 29019G28KT 2 1/2SM -SN BKN016 OVC024 M09/M13 A2967 RMK AO2 PK WND 30030/0755 P0000 T10941133,M
ALO,2022-01-05 08:14,15.10,8.10,73.31,280.00,20.00,T,29.67,M,1.75,30.00,BKN,OVC,M,M,1400.00,2500.00,M,M,-SN,M,M,M,30.00,300.00,2022-01-05 07:55,-3.31,KALO 050814Z AUTO 28020G30KT 1 3/4SM -SN BKN014 OVC025 M09/M13 A2967 RMK AO2 PK WND 30030/0755 P0000 T10941133,M
ALO,2022-01-05 08:25,15.10,8.10,73.31,300.00,23.00,T,29.68,M,3.00,34.00,OVC,M,M,M,1400.00,M,M,M,-SN,M,M,M,34.00,280.00,2022-01-05 08:16,-4.40,KALO 050825Z AUTO 30023G34KT 3SM -SN OVC014 M09/M13 A2968 RMK AO2 PK WND 28034/0816 P0000 T10941133,M
ALO,2022-01-05 08:38,14.00,7.00,73.19,290.00,19.00,T,29.69,M,4.00,29.00,BKN,OVC,M,M,1500.00,2600.00,M,M,-SN,M,M,M,34.00,280.00,2022-01-05 08:16,-4.37,KALO 050838Z AUTO 29019G29KT 4SM -SN BKN015 OVC026 M10/M14 A2969 RMK AO2 PK WND 28034/0816 P0000 T11001139,M
ALO,2022-01-05 08:54,15.10,6.10,66.96,290.00,17.00,T,29.69,1006.70,9.00,30.00,SCT,OVC,M,M,1900.00,2600.00,M,M,M,M,M,M,34.00,280.00,2022-01-05 08:16,-2.06,KALO 050854Z AUTO 29017G30KT 9SM SCT019 OVC026 M09/M14 A2969 RMK AO2 PK WND 28034/0816 SNE49 SLP067 P0000 60000 T10941144 51034,M
ALO,2022-01-05 09:54,12.00,3.00,66.56,280.00,20.00,0.00,29.73,1007.80,10.00,33.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,38.00,280.00,2022-01-05 09:10,-7.42,KALO 050954Z AUTO 28020G33KT 10SM OVC022 M11/M16 A2973 RMK AO2 PK WND 28038/0910 SLP078 T11111161,M
ALO,2022-01-05 10:54,10.90,1.90,66.41,280.00,18.00,0.00,29.73,1007.90,10.00,29.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,35.00,280.00,2022-01-05 10:03,-8.03,KALO 051054Z AUTO 28018G29KT 10SM OVC021 M12/M17 A2973 RMK AO2 PK WND 28035/1003 SLP079 T11171167,M
ALO,2022-01-05 11:54,10.00,0.00,63.26,280.00,17.00,0.00,29.74,1008.50,10.00,33.00,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,34.00,290.00,2022-01-05 11:09,-8.75,KALO 051154Z 28017G33KT 10SM OVC023 M12/M18 A2974 RMK AO2 PK WND 29034/1109 SLP085 60000 T11221178 11067 21122 51016,M
ALO,2022-01-05 12:54,8.10,-2.00,62.70,280.00,20.00,0.00,29.76,1009.30,10.00,33.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,37.00,280.00,2022-01-05 12:32,-12.60,KALO 051254Z 28020G33KT 10SM OVC021 M13/M19 A2976 RMK AO2 PK WND 28037/1232 SLP093 T11331189,M
ALO,2022-01-05 13:54,7.00,-2.90,63.14,280.00,17.00,0.00,29.78,1009.90,10.00,30.00,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,35.00,300.00,2022-01-05 13:17,-12.68,KALO 051354Z 28017G30KT 10SM OVC023 M14/M19 A2978 RMK AO2 PK WND 30035/1317 SLP099 T11391194,M
ALO,2022-01-05 14:54,7.00,-2.90,63.14,280.00,25.00,0.00,29.79,1010.40,10.00,38.00,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,38.00,260.00,2022-01-05 14:54,-16.03,KALO 051454Z 28025G38KT 10SM OVC023 M14/M19 A2979 RMK AO2 PK WND 26038/1454 SLP104 T11391194 51017,M
ALO,2022-01-05 15:54,8.10,-2.00,62.70,280.00,25.00,0.00,29.82,1011.20,10.00,38.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,38.00,280.00,2022-01-05 15:48,-14.54,KALO 051554Z 28025G38KT 10SM OVC024 M13/M19 A2982 RMK AO2 PK WND 28038/1548 SLP112 T11331189,M
ALO,2022-01-05 16:54,9.00,1.00,69.33,280.00,20.00,0.00,29.83,1011.70,3.00,34.00,OVC,M,M,M,1900.00,M,M,M,HZ,M,M,M,38.00,270.00,2022-01-05 16:33,-11.41,KALO 051654Z 28020G34KT 3SM HZ OVC019 M13/M17 A2983 RMK AO2 PK WND 27038/1633 SLP117 T11281172,M
ALO,2022-01-05 17:54,10.90,1.90,66.41,290.00,18.00,0.00,29.84,1011.90,6.00,29.00,OVC,M,M,M,2000.00,M,M,M,HZ,M,M,M,36.00,290.00,2022-01-05 17:27,-8.03,KALO 051754Z 29018G29KT 6SM HZ OVC020 M12/M17 A2984 RMK AO2 PK WND 29036/1727 SLP119 T11171167 11117 21139 51015,M
ALO,2022-01-05 18:54,12.00,1.90,63.25,290.00,19.00,0.00,29.83,1011.90,10.00,33.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,35.00,310.00,2022-01-05 18:42,-7.01,KALO 051854Z 29019G33KT 10SM OVC022 M11/M17 A2983 RMK AO2 PK WND 31035/1842 SLP119 T11111167,M
ALO,2022-01-05 19:54,12.00,1.90,63.25,290.00,18.00,0.00,29.86,1012.90,8.00,32.00,BKN,M,M,M,2200.00,M,M,M,M,M,M,M,34.00,280.00,2022-01-05 19:11,-6.58,KALO 051954Z 29018G32KT 8SM BKN022 M11/M17 A2986 RMK AO2 PK WND 28034/1911 PRESRR SLP129 T11111167,M
ALO,2022-01-05 20:54,12.00,3.00,66.56,290.00,17.00,0.00,29.91,1014.50,4.00,26.00,BKN,OVC,M,M,1800.00,2500.00,M,M,HZ,M,M,M,32.00,300.00,2022-01-05 20:14,-6.13,KALO 052054Z 29017G26KT 4SM HZ BKN018 OVC025 M11/M16 A2991 RMK AO2 PK WND 30032/2014 SLP145 T11111161 53024,M
ALO,2022-01-05 21:54,12.00,1.90,63.25,300.00,15.00,0.00,29.95,1016.10,10.00,24.00,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,29.00,300.00,2022-01-05 21:08,-5.15,KALO 052154Z 30015G24KT 10SM BKN024 M11/M17 A2995 RMK AO2 PK WND 30029/2108 SLP161 T11111167,M
ALO,2022-01-05 22:51,10.40,3.20,72.12,310.00,18.00,T,29.97,M,2.50,27.00,FEW,BKN,M,M,1000.00,1600.00,M,M,-SN,M,M,M,30.00,300.00,2022-01-05 22:16,-8.69,KALO 052251Z 31018G27KT 2 1/2SM R12/5500VP6000FT -SN FEW010 BKN016 M12/M16 A2997 RMK AO2 PK WND 30030/2216 SNB46 P0000,M
ALO,2022-01-05 22:54,10.00,1.90,69.13,310.00,17.00,T,29.97,1016.70,3.00,26.00,FEW,BKN,M,M,1000.00,1600.00,M,M,-SN,M,M,M,30.00,300.00,2022-01-05 22:16,-8.75,KALO 052254Z 31017G26KT 3SM R12/6000VP6000FT -SN FEW010 BKN016 M12/M17 A2997 RMK AO2 PK WND 30030/2216 SNB46 SLP167 P0000 T11221167,M
ALO,2022-01-05 23:05,9.00,0.00,66.16,310.00,16.00,T,29.97,M,10.00,25.00,SCT,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,-9.56,KALO 052305Z 31016G25KT 10SM SCT016 M13/M18 A2997 RMK AO2 SNE2256 P0000 T11281178,M
ALO,2022-01-05 23:54,8.10,-0.90,66.04,320.00,17.00,T,29.96,1016.70,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,320.00,2022-01-05 23:28,-11.24,KALO 052354Z 32017G25KT 10SM CLR M13/M18 A2996 RMK AO2 PK WND 32027/2328 SNE2256 SLP167 P0000 60000 T11331183 11106 21133 50004,M
ALO,2022-01-06 00:54,7.00,-2.00,65.89,290.00,13.00,0.00,30.04,1019.20,10.00,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,-10.46,KALO 060054Z 29013KT 10SM SCT017 M14/M19 A3004 RMK AO2 PRESRR SLP192 T11391189,M
ALO,2022-01-06 01:05,7.00,-2.00,65.89,280.00,13.00,0.00,30.06,M,10.00,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,-10.46,KALO 060105Z 28013KT 10SM BKN017 M14/M19 A3006 RMK AO2 PRESRR T11391189,M
ALO,2022-01-06 01:54,6.10,-2.00,68.64,290.00,17.00,0.00,30.08,1020.60,9.00,25.00,SCT,OVC,M,M,1500.00,3800.00,M,M,M,M,M,M,26.00,280.00,2022-01-06 01:16,-13.86,KALO 060154Z 29017G25KT 9SM SCT015 OVC038 M14/M19 A3008 RMK AO2 PK WND 28026/0116 SLP206 T11441189,M
ALO,2022-01-06 02:54,3.90,-4.00,69.02,300.00,17.00,0.00,30.10,1021.50,10.00,29.00,FEW,SCT,M,M,1600.00,3800.00,M,M,M,M,M,M,30.00,310.00,2022-01-06 02:37,-16.74,KALO 060254Z AUTO 30017G29KT 10SM FEW016 SCT038 M16/M20 A3010 RMK AO2 PK WND 31030/0237 PRESRR SLP215 T11561200 51021,M
ALO,2022-01-06 03:54,1.90,-5.10,71.82,300.00,16.00,0.00,30.11,1021.70,10.00,27.00,BKN,OVC,M,M,2500.00,4000.00,M,M,M,M,M,M,27.00,290.00,2022-01-06 03:48,-18.81,KALO 060354Z AUTO 30016G27KT 10SM BKN025 OVC040 M17/M21 A3011 RMK AO2 PK WND 29027/0348 SLP217 T11671206,M
ALO,2022-01-06 04:04,1.90,-6.00,68.77,300.00,15.00,0.00,30.11,M,10.00,M,SCT,BKN,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,-18.24,KALO 060404Z AUTO 30015KT 10SM SCT025 BKN040 M17/M21 A3011 RMK AO2 T11671211,M
ALO,2022-01-06 04:54,1.00,-6.00,71.71,290.00,13.00,0.00,30.13,1022.30,10.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-18.15,KALO 060454Z AUTO 29013KT 10SM FEW010 M17/M21 A3013 RMK AO2 SLP223 T11721211,M
ALO,2022-01-06 05:54,0.00,-8.00,68.19,310.00,13.00,0.00,30.14,1022.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.43,KALO 060554Z AUTO 31013KT 10SM CLR M18/M22 A3014 RMK AO2 SLP228 T11781222 11133 21178 410671178 53012,M
ALO,2022-01-06 06:54,-0.90,-9.00,67.74,300.00,12.00,0.00,30.15,1023.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.87,KALO 060654Z AUTO 30012KT 10SM CLR M18/M23 A3015 RMK AO2 SLP230 T11831228,M
ALO,2022-01-06 07:54,-0.90,-9.00,67.74,300.00,13.00,0.00,30.15,1023.20,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.58,KALO 060754Z AUTO 30013G20KT 10SM CLR M18/M23 A3015 RMK AO2 SLP232 T11831228,M
ALO,2022-01-06 08:54,-2.00,-9.90,68.27,300.00,9.00,0.00,30.18,1023.90,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.76,KALO 060854Z AUTO 30009G17KT 10SM CLR M19/M23 A3018 RMK AO2 SLP239 T11891233 53011,M
ALO,2022-01-06 09:54,-2.00,-9.90,68.27,290.00,11.00,0.00,30.18,1024.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.50,KALO 060954Z AUTO 29011KT 10SM CLR M19/M23 A3018 RMK AO2 SLP242 T11891233,M
ALO,2022-01-06 10:54,-2.90,-11.00,67.48,290.00,14.00,0.00,30.19,1024.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.82,KALO 061054Z AUTO 29014KT 10SM CLR M19/M24 A3019 RMK AO2 SLP244 T11941239,M
ALO,2022-01-06 11:54,-4.00,-11.90,68.00,310.00,14.00,0.00,30.20,1025.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-25.24,KALO 061154Z 31014KT 10SM CLR M20/M24 A3020 RMK AO2 SLP251 T12001244 11178 21200 53009,M
ALO,2022-01-06 12:54,-5.10,-13.00,67.86,300.00,15.00,0.00,30.21,1025.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.32,KALO 061254Z 30015KT 10SM CLR M21/M25 A3021 RMK AO2 SLP254 T12061250,M
ALO,2022-01-06 13:54,-5.10,-14.10,64.21,310.00,14.00,0.00,30.22,1025.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-26.66,KALO 061354Z 31014KT 10SM CLR M21/M26 A3022 RMK AO2 SLP257 T12061256,M
ALO,2022-01-06 14:54,-5.10,-14.10,64.21,320.00,17.00,0.00,30.24,1026.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-28.53,KALO 061454Z 32017KT 10SM CLR M21/M26 A3024 RMK AO2 SLP264 T12061256 53012,M
ALO,2022-01-06 15:54,-5.10,-14.10,64.21,310.00,13.00,0.00,30.26,1027.10,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,300.00,2022-01-06 15:37,-25.96,KALO 061554Z 31013G23KT 10SM CLR M21/M26 A3026 RMK AO2 PK WND 30027/1537 SLP271 T12061256,M
ALO,2022-01-06 16:54,-4.00,-13.00,64.37,300.00,16.00,0.00,30.26,1027.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-26.50,KALO 061654Z 30016KT 10SM CLR M20/M25 A3026 RMK AO2 SLP272 T12001250,M
ALO,2022-01-06 17:54,-2.90,-11.90,64.53,300.00,14.00,0.00,30.25,1026.60,8.00,M,SCT,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-23.82,KALO 061754Z 30014KT 8SM SCT014 M19/M24 A3025 RMK AO2 SLP266 T11941244 11194 21211 50002,M
ALO,2022-01-06 18:03,-2.00,-11.00,64.65,290.00,13.00,0.00,30.24,M,7.00,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-21.99,KALO 061803Z 29013KT 7SM BKN014 M19/M24 A3024 RMK AO2 T11891239,M
ALO,2022-01-06 18:54,-2.00,-11.00,64.65,290.00,16.00,0.00,30.23,1026.20,5.00,M,OVC,M,M,M,1500.00,M,M,M,HZ,M,M,M,M,M,M,-23.90,KALO 061854Z 29016KT 5SM HZ OVC015 M19/M24 A3023 RMK AO2 SLP262 T11891239,M
ALO,2022-01-06 19:29,-2.00,-11.00,64.65,290.00,16.00,0.00,30.22,M,5.00,M,OVC,M,M,M,1300.00,M,M,M,HZ,M,M,M,M,M,M,-23.90,KALO 061929Z 29016KT 5SM HZ OVC013 M19/M24 A3022 RMK AO2 T11891239,M
ALO,2022-01-06 19:54,-2.00,-11.00,64.65,290.00,16.00,0.00,30.22,1025.90,9.00,22.00,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-23.90,KALO 061954Z 29016G22KT 9SM BKN014 M19/M24 A3022 RMK AO2 SLP259 T11891239,M
ALO,2022-01-06 20:06,-2.00,-11.90,61.83,290.00,18.00,0.00,30.22,M,10.00,24.00,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-25.01,KALO 062006Z 29018G24KT 10SM SCT015 M19/M24 A3022 RMK AO2 T11891244,M
ALO,2022-01-06 20:22,-2.00,-11.90,61.83,310.00,17.00,0.00,30.22,M,9.00,25.00,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,26.00,290.00,2022-01-06 20:12,-24.47,KALO 062022Z 31017G25KT 9SM BKN015 M19/M24 A3022 RMK AO2 PK WND 29026/2012 T11891244,M
ALO,2022-01-06 20:35,-2.00,-11.90,61.83,300.00,15.00,0.00,30.23,M,10.00,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,26.00,290.00,2022-01-06 20:12,-23.30,KALO 062035Z 30015KT 10SM SCT015 M19/M24 A3023 RMK AO2 PK WND 29026/2012 T11891244,M
ALO,2022-01-06 20:54,-2.00,-11.00,64.65,300.00,18.00,0.00,30.23,1026.10,8.00,25.00,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,26.00,290.00,2022-01-06 20:12,-25.01,KALO 062054Z 30018G25KT 8SM BKN017 M19/M24 A3023 RMK AO2 PK WND 29026/2012 SLP261 T11891239 55006,M
ALO,2022-01-06 21:20,-2.00,-11.90,61.83,310.00,17.00,0.00,30.22,M,10.00,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,-24.47,KALO 062120Z 31017KT 10SM SCT017 M19/M24 A3022 RMK AO2 T11891244,M
ALO,2022-01-06 21:54,-2.00,-11.90,61.83,310.00,17.00,0.00,30.23,1026.30,10.00,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-24.47,KALO 062154Z 31017KT 10SM FEW014 M19/M24 A3023 RMK AO2 SLP263 T11891244,M
ALO,2022-01-06 22:54,-4.00,-13.00,64.37,310.00,12.00,0.00,30.24,1026.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.82,KALO 062254Z 31012KT 10SM CLR M20/M25 A3024 RMK AO2 SLP267 T12001250,M
ALO,2022-01-06 23:54,-5.10,-13.00,67.86,320.00,8.00,0.00,30.25,1026.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.59,KALO 062354Z 32008KT 10SM CLR M21/M25 A3025 RMK AO2 SLP269 T12061250 11183 21206 51006,M
ALO,2022-01-07 00:39,-6.00,-13.00,70.87,310.00,7.00,0.00,30.26,M,10.00,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,-21.54,KALO 070039Z 31007KT 10SM BKN013 M21/M25 A3026 RMK AO2 T12111250,M
ALO,2022-01-07 00:54,-6.00,-14.10,67.06,300.00,7.00,0.00,30.26,1027.30,10.00,M,SCT,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,-21.54,KALO 070054Z 30007KT 10SM SCT013 M21/M26 A3026 RMK AO2 SLP273 T12111256,M
ALO,2022-01-07 01:54,-6.00,-14.10,67.06,310.00,11.00,0.00,30.25,1027.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-25.56,KALO 070154Z 31011KT 10SM CLR M21/M26 A3025 RMK AO2 SLP270 T12111256,M
ALO,2022-01-07 02:54,-7.10,-15.00,67.59,320.00,11.00,0.00,30.26,1027.50,10.00,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-26.95,KALO 070254Z AUTO 32011KT 10SM SCT015 M22/M26 A3026 RMK AO2 SLP275 T12171261 51005,M
ALO,2022-01-07 03:01,-6.00,-15.00,64.08,310.00,7.00,0.00,30.27,M,10.00,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-21.54,KALO 070301Z AUTO 31007KT 10SM BKN015 M21/M26 A3027 RMK AO2 T12111261,M
ALO,2022-01-07 03:45,-7.10,-14.10,70.73,300.00,9.00,0.00,30.28,M,10.00,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-25.10,KALO 070345Z AUTO 30009KT 10SM SCT015 M22/M26 A3028 RMK AO2 T12171256,M
ALO,2022-01-07 03:54,-7.10,-14.10,70.73,310.00,10.00,0.00,30.27,1027.80,10.00,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-26.06,KALO 070354Z AUTO 31010KT 10SM FEW015 M22/M26 A3027 RMK AO2 SLP278 T12171256,M
ALO,2022-01-07 04:54,-8.00,-15.00,70.62,320.00,7.00,0.00,30.28,1028.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.98,KALO 070454Z AUTO 32007KT 10SM CLR M22/M26 A3028 RMK AO2 SLP281 T12221261,M
ALO,2022-01-07 05:54,-9.00,-16.10,70.14,320.00,5.00,0.00,30.28,1028.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.30,KALO 070554Z AUTO 32005KT 10SM CLR M23/M27 A3028 RMK AO2 SLP281 T12281267 11206 21228 411781228 50006,M
ALO,2022-01-07 06:39,-8.00,-15.00,70.62,320.00,7.00,0.00,30.29,M,10.00,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-23.98,KALO 070639Z AUTO 32007KT 10SM BKN014 M22/M26 A3029 RMK AO2 T12221261,M
ALO,2022-01-07 06:54,-8.00,-15.00,70.62,330.00,7.00,0.00,30.28,1028.10,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,-23.98,KALO 070654Z AUTO 33007KT 10SM OVC014 M22/M26 A3028 RMK AO2 SLP281 T12221261,M
